datetime,Model: PPFD_Avg+AirTC_Avg+Sedge+VWC+Grass,Model: PPFD_Avg,Model: AirTC_Avg,Model: Sedge,Model: VWC,Model: Grass,Model: PPFD_Avg+Sedge,Model: AirTC_Avg+Sedge,Model: Sedge+VWC,Model: Sedge+Grass,Model: PPFD_Avg+Sedge+VWC,Model: AirTC_Avg+Sedge+VWC,Model: Sedge+VWC+Grass,Model: PPFD_Avg+Sedge+VWC+Grass,Model: AirTC_Avg+Sedge+VWC+Grass,BestModel: Sedge+VWC
2016-07-10 16:30:00,9.897464,12.544667,16.080421,5.8274655,12.9477825,7.2037153,9.234795,8.584249,6.3752666,5.426444,16.779127,5.8426175,6.048626,14.464754,8.787713,6.374907
2016-07-10 17:00:00,9.534095,12.327784,16.18661,5.8274655,12.9477825,7.2037153,9.0327635,8.646822,6.3752666,5.426444,16.555088,5.8568254,6.048626,14.201974,8.785819,6.374907
2016-07-10 17:30:00,5.13221,9.290325,16.09353,5.8274655,12.9477825,7.2037153,5.924245,8.591974,6.3752666,5.426444,12.168197,5.844372,6.048626,10.521728,8.78748,6.374907
2016-07-10 18:00:00,3.610467,7.7399497,15.493991,5.8274655,12.9477825,7.2037153,4.9700356,8.238677,6.3752666,5.426444,9.4751835,5.7641644,6.048626,8.706899,8.798174,6.374907
2016-07-10 18:30:00,7.4900794,10.862798,15.650431,5.8274655,12.9477825,7.2037153,7.6524105,8.330864,6.3752666,5.426444,14.76226,5.785094,6.048626,12.426969,8.7953825,6.374907
2016-07-10 19:00:00,6.1804075,10.085428,16.068186,5.8274655,12.9477825,7.2037153,6.8232307,8.577038,6.3752666,5.426444,13.549295,5.8409824,6.048626,11.485091,8.787931,6.374907
2016-07-10 19:30:00,5.1770205,9.206982,15.535068,5.8274655,12.9477825,7.2037153,5.8300123,8.262882,6.3752666,5.426444,12.023429,5.769659,6.048626,10.420748,8.79744,6.374907
2016-07-10 20:00:00,4.5689187,8.472988,14.784332,5.8274655,12.9477825,7.2037153,5.0396256,7.8204894,6.3752666,5.426444,10.748477,5.687271,6.048626,9.531426,8.639539,6.374907
2016-07-10 20:30:00,3.875709,7.810471,14.70655,5.8274655,12.9477825,7.2037153,4.9541817,7.7746534,6.3752666,5.426444,9.59768,5.685699,6.048626,8.780304,8.606232,6.374907
2016-07-10 21:00:00,3.1287065,7.209234,15.153583,5.8274655,12.9477825,7.2037153,5.087958,8.038081,6.3752666,5.426444,8.564047,5.7186246,6.048626,8.160907,8.797653,6.374907
2016-07-10 21:30:00,2.471785,6.952005,14.771572,5.8274655,12.9477825,7.2037153,5.2604585,7.8129706,6.3752666,5.426444,7.46184,5.687013,6.048626,7.3622155,8.634075,6.374907
2016-07-10 22:00:00,1.9619495,7.092815,14.520394,5.8274655,12.9477825,7.2037153,5.5662427,7.6649566,6.3752666,5.426444,6.8039436,5.6819353,6.048626,6.7390275,8.52652,6.374907
2016-07-10 22:30:00,1.5377065,7.0518785,14.089531,5.8274655,12.9477825,7.2037153,5.7056055,7.411057,6.3752666,5.426444,6.1679606,5.7439227,6.048626,6.0407467,8.342022,6.374907
2016-07-10 23:00:00,1.6946322,6.9664516,13.80724,6.027207,12.9477825,7.389699,5.9073396,7.6170144,7.3622556,6.2606406,6.260209,6.517054,6.9159985,6.3337297,9.111445,7.3619266
2016-07-10 23:30:00,1.4254986,6.897406,13.370257,5.999792,12.9477825,7.0154214,5.9688754,7.30841,7.226791,5.696259,5.71446,6.551489,6.782383,5.3279486,8.633364,7.226458
2016-07-11 00:00:00,1.3027889,6.884436,12.779457,5.972378,12.9477825,6.641144,6.002199,6.909165,7.091327,5.306467,5.267488,6.633786,6.648769,4.4446793,8.0894165,7.0909905
2016-07-11 00:30:00,1.2356673,6.8750734,12.394039,5.9449635,12.9477825,6.266866,6.019801,6.6309466,6.955863,5.2303023,4.924374,6.665472,6.515155,4.0083923,7.6334147,6.955521
2016-07-11 01:00:00,1.2979485,6.868403,11.928216,5.917549,12.9477825,5.892589,5.9887543,6.305348,6.8203993,5.2380404,4.658755,6.7236505,6.3815403,4.1131964,7.142984,6.820053
2016-07-11 01:30:00,1.2319666,6.8636785,11.728952,5.8901343,12.9477825,5.5441656,5.962884,6.136827,6.6849346,5.2546945,4.449147,6.694008,6.2479258,4.3974943,6.7666945,6.684585
2016-07-11 02:00:00,1.2595855,6.8608785,11.423064,5.86272,12.9477825,5.3670864,5.9441166,5.905475,6.549471,5.2713494,4.294941,6.6994934,6.217679,4.698732,6.3447485,6.549116
2016-07-11 02:30:00,1.1872779,6.8591895,11.317314,5.8353057,12.9477825,5.6523643,5.929451,5.7920604,6.414007,5.2880034,4.17272,6.6390433,6.206627,5.009751,6.0085025,6.4136486
2016-07-11 03:00:00,1.066199,6.8589296,11.638933,5.807891,12.9477825,6.1451426,5.9200616,5.930485,6.278543,5.300235,4.091645,6.4377956,6.1955743,5.3333488,5.877368,6.2781796
2016-07-11 03:30:00,1.3492376,6.859813,11.528813,5.7804766,12.9477825,6.8087816,5.9148927,5.8144946,6.1430793,5.371396,4.0434847,6.378785,6.1845226,5.6670117,6.0865836,6.1427116
2016-07-11 04:00:00,1.0158669,6.8607526,11.479872,5.779629,12.9477825,5.559199,5.918101,5.7840743,6.1388907,5.216655,4.0682635,6.391963,5.9311666,4.844391,5.9023685,6.1385236
2016-07-11 04:30:00,1.1003629,6.86358,11.448409,5.779553,12.9477825,5.5698853,5.928514,5.765392,6.1385145,5.217949,4.1494493,6.4020634,5.9341373,4.88016,5.883161,6.1381474
2016-07-11 05:00:00,1.4712316,6.872237,11.425687,5.7795,12.9477825,6.506333,5.89216,5.7519035,6.138254,5.0577703,4.3985147,6.409366,5.813073,3.4829903,6.6716905,6.137886
2016-07-11 05:30:00,1.7034627,6.8731914,11.402089,5.7795,12.9477825,7.8733697,5.888001,5.737998,6.138254,6.0559344,4.4259896,6.41714,5.870176,5.184901,7.6895213,6.137886
2016-07-11 06:00:00,1.5516368,6.8824067,11.383736,5.779516,12.9477825,5.8085027,5.847859,5.727212,6.1383324,5.1011877,4.6913066,6.423242,5.783992,4.1124997,6.316091,6.1379642
2016-07-11 06:30:00,2.6445866,6.8936887,11.500847,5.7799845,12.9477825,6.682687,5.7990913,5.797097,6.1406484,5.3514643,5.017347,6.386288,6.164944,5.948432,5.998512,6.1402807
2016-07-11 07:00:00,3.6854782,6.9744983,11.378492,5.780383,12.9477825,6.744424,5.6787634,5.725738,6.1426153,5.3613586,5.639409,6.4279823,6.1752267,6.279794,6.129208,6.1422486
2016-07-11 07:30:00,5.514239,7.019853,11.4842415,5.780781,12.9477825,6.806161,5.4082866,5.788796,6.144582,5.371252,6.918438,6.394527,6.185508,6.9212966,6.1136003,6.144215
2016-07-11 08:00:00,6.147912,6.9234095,11.6730175,5.7811785,12.9477825,6.867898,5.1936655,5.9007797,6.1465487,5.381146,7.4292817,6.3337173,6.1957903,7.2006145,6.044739,6.146181
2016-07-11 08:30:00,5.6534386,7.029121,11.279734,5.7815766,12.9477825,6.929635,5.4420466,5.6697674,6.148515,5.39104,6.8634667,6.4646697,6.2060714,6.9723077,6.349205,6.148148
2016-07-11 09:00:00,4.508669,6.9833236,10.574445,5.781975,12.9477825,6.991372,5.678365,5.254896,6.1504817,5.4009333,5.689549,6.4696307,6.2248516,6.457291,6.853789,6.1501145
2016-07-11 09:30:00,6.7669597,6.9891057,10.4014,5.782373,12.9477825,7.053156,5.299344,5.153666,6.152449,5.4108276,7.1121726,6.4591413,6.2503977,7.1664963,7.016997,6.152081
2016-07-11 10:00:00,6.828786,6.9911246,10.339348,5.782771,12.9477825,7.124451,5.306861,5.1178427,6.154415,5.420721,7.1008,6.456279,6.2759433,7.199598,7.109014,6.154048
2016-07-11 10:30:00,6.5649753,7.021945,10.206506,5.782077,12.9477825,6.9390106,5.416713,5.038267,6.1509852,5.3929205,6.909026,6.4447055,6.20958,6.999712,7.0463753,6.1506176
2016-07-11 11:00:00,6.7008934,6.96264,10.028216,5.780377,12.9477825,6.0273333,5.225001,4.9300375,6.142586,5.2660046,7.2698946,6.4888124,6.051282,6.516595,6.247303,6.1422195
2016-07-11 11:30:00,5.216227,7.1447134,9.773019,5.785357,12.9477825,5.3941507,5.5477333,4.7935715,6.1671953,5.200573,6.5386124,6.6376214,5.90316,5.4874797,5.4462233,6.166829
2016-07-11 12:00:00,4.832592,7.069163,9.540544,5.779539,12.9477825,6.0648327,5.5143466,4.715796,6.138445,5.06979,6.73104,6.741903,5.7947974,5.741196,5.736918,6.138078
2016-07-11 12:30:00,4.6648183,7.0813537,9.210286,5.7795014,12.9477825,6.707117,5.650584,4.8316402,6.138261,5.0757318,6.1923847,6.7911906,5.8214655,5.6337037,6.138133,6.137893
2016-07-11 13:00:00,4.8404193,7.074403,9.04331,5.7795,12.9477825,7.4116125,5.6566596,4.880552,6.138254,5.500051,6.1562576,6.809402,5.850888,6.202342,6.635143,6.137886
2016-07-11 13:30:00,5.6832404,6.9507446,9.004208,5.7795005,12.9477825,7.227109,5.209096,4.8920064,6.1382546,5.3357606,7.340838,6.8136683,5.843181,7.215908,6.484056,6.137887
2016-07-11 14:00:00,5.8649397,6.8253994,9.075014,5.7795,12.9477825,7.3326974,5.14335,4.871265,6.138254,5.4297814,7.6622014,6.805943,5.8475914,7.5824203,6.582753,6.137886
2016-07-11 14:30:00,5.767556,6.929086,9.032742,5.7795,12.9477825,7.780506,5.1945915,4.8836474,6.138254,5.9215093,7.411735,6.810554,5.8662972,7.6085486,6.914808,6.137886
2016-07-11 15:00:00,5.370814,7.0889363,8.791788,5.7795005,12.9477825,7.0744095,5.526157,4.954231,6.1382556,5.1997914,6.68432,6.8368406,5.836804,6.504218,6.313533,6.137888
2016-07-11 15:30:00,5.9038963,6.9647803,8.6110735,5.779501,12.9477825,7.0100694,5.2267904,5.007168,6.1382575,5.142501,7.2543526,6.8565564,5.8341184,7.0063353,6.218646,6.137891
2016-07-11 16:00:00,5.8754873,6.9882627,8.543437,5.779501,12.9477825,7.214801,5.2942486,5.0269804,6.1382565,5.324802,7.1096587,6.863935,5.842669,6.989687,6.3582535,6.1378903
2016-07-11 16:30:00,5.8470798,7.0117445,8.475801,5.7795005,12.9477825,7.4195313,5.3783283,5.046793,6.1382556,5.507103,6.9649644,6.871311,5.8512197,6.97304,6.497861,6.137888
2016-07-11 17:00:00,5.8186703,7.035227,8.408165,5.7795,12.9477825,7.6242633,5.462407,5.0666056,6.138254,5.6953397,6.8202696,6.8786893,5.8597703,6.956393,6.637467,6.137886
2016-07-11 17:30:00,5.840795,7.032551,8.369062,5.7795,12.9477825,7.4321756,5.4528265,5.0780597,6.138254,5.518361,6.8367577,6.8829556,5.851747,6.859034,6.4805765,6.137886
2016-07-11 18:00:00,5.466387,7.072932,8.236961,5.7795,12.9477825,7.496927,5.6569753,5.116756,6.138254,5.576018,6.1486135,6.897366,5.854451,6.245278,6.4967675,6.137886
2016-07-11 18:30:00,5.3305016,7.039967,8.195745,5.7795,12.914686,7.1898117,5.6640515,5.1288295,6.0829444,5.30255,5.955351,6.874002,5.807057,5.770246,6.231791,6.0825787
2016-07-11 19:00:00,5.163757,6.9730563,8.089669,5.7795,12.88159,7.337113,5.678256,5.1585484,6.0276346,5.4337125,5.585669,6.8572083,5.778643,5.459889,6.2993875,6.0272703
2016-07-11 19:30:00,5.1222243,6.9470997,8.002326,5.7795,12.898138,7.2198877,5.687382,5.1802187,6.05529,5.329331,5.4617376,6.879209,5.79103,5.1888933,6.20074,6.0549245
2016-07-11 20:00:00,4.9555745,6.8994,7.94992,5.7795,12.914686,7.3331337,5.764649,5.193221,6.0829444,5.4301696,5.1585374,6.8979816,5.8130436,5.063781,6.2859597,6.0825787
2016-07-11 20:30:00,4.804738,6.8894553,7.856338,5.7795,12.914686,7.2247486,5.817128,5.216439,6.0829444,5.333659,4.8722477,6.9066277,5.808516,4.6553144,6.1603045,6.0825787
2016-07-11 21:00:00,4.763705,6.8837175,7.7427917,5.7795,12.914686,7.2085004,5.842132,5.24461,6.0829444,5.319191,4.70707,6.917119,5.807837,4.486494,6.090778,6.0825787
2016-07-11 21:30:00,4.6427393,6.880932,7.761508,5.7795,12.898138,6.7968016,5.854271,5.2399664,6.05529,5.0837526,4.615909,6.9014597,5.7733564,3.8189201,5.7009263,6.0549245
2016-07-11 22:00:00,4.665748,6.8875237,7.8588333,5.7795,12.88159,6.4200754,5.8255463,5.2158194,6.0276346,5.0500546,4.7947,6.8785367,5.7403374,3.7933578,5.381867,6.0272703
2016-07-11 22:30:00,4.748774,6.8850765,7.8276396,5.7795,12.831947,7.5544233,5.8362103,5.223559,5.94467,5.627216,4.691345,6.839627,5.7358704,5.008491,6.3803797,5.9443083
2016-07-11 23:00:00,4.704037,6.8742495,7.677908,5.7795,12.782304,7.9496455,5.8833904,5.2607074,5.8617063,6.166348,4.3467574,6.8116703,5.7743096,5.2978005,6.62156,5.8613462
2016-07-11 23:30:00,4.629242,6.8689675,7.6579437,5.7795,12.782304,7.9691486,5.906407,5.265661,5.8617063,6.1945796,4.1947083,6.8135147,5.7778816,5.192169,6.632217,5.8613462
2016-07-12 00:00:00,4.524634,6.864927,7.6542006,5.7795,12.782304,7.7359276,5.9240155,5.2665896,5.8617063,5.85698,4.0906844,6.8138604,5.735171,4.752968,6.4529185,5.8613462
2016-07-12 00:30:00,4.3810945,6.8611116,7.6704216,5.7795,12.749208,7.4096165,5.9193854,5.2625647,5.8063965,5.4982734,4.0333204,6.7845025,5.661487,4.180234,6.187131,5.8060374
2016-07-12 01:00:00,4.2885313,6.858131,7.6566963,5.779501,12.716112,7.185312,5.9083824,5.2659707,5.7581983,5.2985444,3.9877357,6.757911,5.606486,3.7759552,5.9613566,5.758327
2016-07-12 01:30:00,4.300457,6.856126,7.545645,5.7795014,12.732661,6.961008,5.900983,5.293524,5.780113,5.0988154,3.961887,6.7821035,5.6073885,3.4441829,5.699825,5.780242
2016-07-12 02:00:00,4.413503,6.8549223,7.550637,5.7795,12.749208,7.776146,5.8965387,5.292284,5.8063965,5.9151983,3.947206,6.795569,5.728611,4.5528092,6.4420295,5.8060374
2016-07-12 02:30:00,4.2763166,6.854054,7.5668573,5.7795005,12.732661,7.1245494,5.893333,5.28826,5.780109,5.2444377,3.9336662,6.780141,5.614215,3.587325,5.8661146,5.780237
2016-07-12 03:00:00,4.3620358,6.8539267,7.4870005,5.7795,12.716112,7.382301,5.8928638,5.3080726,5.758195,5.4739504,3.930221,6.773588,5.6425595,3.953961,6.06879,5.758324
2016-07-12 03:30:00,4.354683,6.8533115,7.3394756,5.7795067,12.716112,6.7781143,5.890596,5.3446074,5.758225,5.082088,3.9218597,6.787213,5.5824885,3.3448133,5.4217024,5.7583537
2016-07-12 04:00:00,4.419524,6.8538156,7.144957,5.7795763,12.716112,6.4671197,5.892478,5.3833623,5.7585425,5.054352,3.928852,6.801837,5.5697975,3.4260087,5.050716,5.7586713
2016-07-12 04:30:00,4.3918104,6.854534,6.9628506,5.779502,12.683017,5.740883,5.8951054,5.4164248,5.714376,5.1094627,3.9350634,6.7860827,5.5045743,3.9300613,5.170605,5.7145047
2016-07-12 05:00:00,4.6914163,6.855677,6.835206,5.7795005,12.64992,7.188863,5.899326,5.439641,5.6705437,5.301705,3.9472022,6.7668643,5.5792837,3.7093053,5.6096897,5.6706715
2016-07-12 05:30:00,4.675868,6.8574657,6.753514,5.7795243,12.64992,6.642842,5.905935,5.4545207,5.670654,5.0700088,3.9716012,6.7724724,5.5077815,3.3738823,5.0597625,5.6707816
2016-07-12 06:00:00,4.876577,6.860723,6.724581,5.7795,12.64992,7.4580445,5.9179516,5.4597635,5.6705427,5.5413957,4.0173435,6.774358,5.628579,4.2258983,5.828217,5.670671
2016-07-12 06:30:00,4.9090996,6.8642774,6.7313886,5.7795,12.616825,7.3882546,5.926845,5.458525,5.626716,5.4792523,4.064028,6.7460356,5.601873,4.2103267,5.752878,5.626845
2016-07-12 07:00:00,4.9875107,6.872845,6.673523,5.7795053,12.58373,6.860876,5.889514,5.4690547,5.5829124,5.0894895,4.1815114,6.7221093,5.4913826,3.6608992,5.217946,5.5830407
2016-07-12 07:30:00,5.1514754,6.8799973,6.7007537,5.7795,12.451347,7.5607004,5.858344,5.4640975,5.407586,5.6328053,4.2928395,6.6088066,5.563827,4.833541,5.8516335,5.407714
2016-07-12 08:00:00,5.224252,6.885035,6.6803308,5.7795,12.318965,7.7699714,5.836392,5.467812,5.232281,5.9062595,4.3501053,6.4987473,5.546449,5.244143,6.000175,5.232409
2016-07-12 08:30:00,5.524361,6.897927,6.8198886,5.7795,12.302417,8.374331,5.7750816,5.442427,5.2103686,6.7811027,4.7102637,6.475363,5.650165,6.3889885,6.606903,5.2104955
2016-07-12 09:00:00,5.23486,6.9006395,6.9560432,5.7795,12.285869,7.0160522,5.7558756,5.417661,5.188455,5.1478267,4.7773876,6.452209,5.3944564,4.5457826,5.3651733,5.1885824
2016-07-12 09:30:00,5.3832836,6.9064918,6.9168987,5.7795,12.269321,7.646768,5.739287,5.4247813,5.166542,5.7279162,4.833869,6.440931,5.5029984,5.5136476,5.9458013,5.16667
2016-07-12 10:00:00,5.4854107,6.9673457,7.0411396,5.7795,12.252773,7.388262,5.679461,5.4021826,5.154042,5.479258,5.139168,6.418585,5.448695,5.4162016,5.739303,5.1542645
2016-07-12 10:30:00,5.762917,7.056175,7.0938993,5.7795005,12.252773,7.180403,5.6605725,5.392586,5.1540422,5.2941723,5.6008286,6.415011,5.410629,5.5222545,5.55917,5.154265
2016-07-12 11:00:00,6.1001153,7.1338882,7.2623906,5.7795,12.252773,7.4164343,5.5371842,5.361938,5.154042,5.504344,6.117648,6.4035974,5.453854,6.146563,5.8139434,5.1542645
2016-07-12 11:30:00,6.140299,7.0692263,7.390923,5.7795,12.269321,7.4314218,5.5144053,5.3319097,5.166542,5.517689,6.2810555,6.4063444,5.463561,6.3106885,5.861064,5.16667
2016-07-12 12:00:00,6.680538,6.8229585,7.550637,5.7795,12.285869,7.1269226,5.1405287,5.292284,5.188455,5.24655,7.229822,6.4055176,5.41476,7.0378504,5.671938,5.1885824
2016-07-12 12:30:00,6.4840713,6.838515,7.7190843,5.7795,12.285869,5.913485,5.152028,5.2504916,5.188455,5.0883017,7.1784005,6.3899536,5.192539,6.27092,4.721571,5.1885824
2016-07-12 13:00:00,6.4595785,6.839526,7.926213,5.7795,12.285869,6.2175226,5.1235404,5.199103,5.188455,5.0510306,7.305788,6.370816,5.2482185,6.581642,5.0214753,5.1885824
2016-07-12 13:30:00,10.054744,7.833387,8.145019,5.779513,12.285869,6.8456163,4.8992686,5.1436996,5.188512,5.376265,8.878639,6.3502183,5.3677683,7.7964907,7.256103,5.188639
2016-07-12 14:00:00,14.281988,10.47459,8.471574,5.779801,12.285869,7.2925916,7.1341963,5.048283,5.1898284,5.452123,13.235679,6.3154817,5.5583076,10.08369,7.54798,5.1899557
2016-07-12 14:30:00,13.11188,8.797631,8.467346,5.7807894,12.269321,9.233783,5.251337,5.0503497,5.1724286,5.9712467,10.542801,6.3050537,7.3892574,10.49343,9.792111,5.1725554
2016-07-12 15:00:00,8.161716,7.4900565,8.335245,5.7795,12.252773,5.360316,4.9764404,5.087966,5.154042,5.184821,8.252262,6.301568,5.034423,6.876453,5.4723268,5.1542645
2016-07-12 15:30:00,9.750304,8.393055,8.434586,5.7795,12.236225,5.5060105,4.8967323,5.058866,5.1427417,5.2096715,9.805793,6.2767997,5.013088,7.8839164,5.7055707,5.1429644
2016-07-12 16:00:00,8.889104,8.985733,8.633266,5.7795,12.219677,6.58174,5.460816,5.000666,5.1314425,5.064515,10.820295,6.241195,5.2870674,9.1953535,5.467104,5.1316648
2016-07-12 16:30:00,12.128748,10.741534,8.78439,5.7795,12.236225,5.9747744,7.413311,4.9563975,5.1427417,5.0807886,13.567305,6.2386403,5.1828747,11.113512,5.0504894,5.1429644
2016-07-12 17:00:00,12.238008,10.160041,9.01372,5.779519,12.252773,5.4978685,6.7885976,4.8892355,5.1541076,5.2086434,12.739463,6.227611,5.031605,10.040586,5.5152946,5.1543303
2016-07-12 17:30:00,14.414655,10.294399,9.005264,5.779509,12.252773,8.260506,6.940486,4.891704,5.154073,5.68508,12.933666,6.228503,6.2410293,9.93556,8.534723,5.154296
2016-07-12 18:00:00,13.873905,11.090593,9.357788,5.780328,12.252773,5.8295474,7.781135,4.7786837,5.156957,5.251277,13.958426,6.1234574,5.135677,11.00338,5.940715,5.1571803
2016-07-12 18:30:00,10.674725,9.998947,9.5117035,5.7795,12.252773,5.8868423,6.606409,4.714307,5.154042,5.091568,12.506518,6.0453715,5.173734,10.194213,5.1819367,5.1542645
2016-07-12 19:00:00,6.829371,7.9182305,9.206059,5.7795,12.252773,7.1288934,4.8801823,4.8328776,5.154042,5.248305,8.996004,6.1869254,5.4011955,8.222606,6.050064,5.1542645
2016-07-12 19:30:00,9.555407,7.4948306,9.241991,5.7795,12.302417,7.9462924,4.9753666,4.8205223,5.2103686,5.6093664,8.305508,6.2221727,6.0141225,8.559556,8.142433,5.2104955
2016-07-12 20:00:00,12.260755,8.352952,9.650664,5.779906,12.35206,9.983429,4.876661,4.748663,5.2779593,6.1442504,9.842373,6.075405,8.423495,10.782847,10.221234,5.278087
2016-07-12 20:30:00,11.243967,7.6437845,9.545788,5.7798405,12.368608,10.020615,4.9422336,4.7178335,5.299576,6.1504216,8.625311,6.1471224,8.485864,10.525496,10.343759,5.2997026
2016-07-12 21:00:00,10.2729845,6.932508,9.453676,5.780609,12.385156,10.075194,5.096878,4.7406673,5.3249984,6.160205,7.5031576,6.214486,8.573202,10.293098,10.47321,5.3251257
2016-07-12 21:30:00,9.742136,6.946707,9.348729,6.2140536,12.385156,8.497564,5.654943,5.3851233,7.345263,6.1648583,8.159365,7.5731964,8.455857,9.206517,9.601764,7.34499
2016-07-12 22:00:00,6.6103973,7.09326,9.010549,6.361002,12.385156,5.569318,5.990554,5.5481095,8.071384,5.9333863,7.862269,8.1286125,7.6888413,6.948273,7.121153,8.071134
2016-07-12 22:30:00,5.6111298,7.052455,8.802357,6.2114444,12.335513,6.4809055,6.058548,5.398805,7.2494063,5.8284082,6.795926,7.6493473,7.0314364,6.3906746,7.061675,7.2491345
2016-07-12 23:00:00,5.5883985,6.8903875,8.281347,6.441085,12.285869,5.459572,6.223476,5.7517896,8.181815,6.043232,6.1934867,8.296668,7.816234,5.587042,6.6995687,8.181578
2016-07-12 23:30:00,5.9801245,6.8831964,8.085926,6.581365,12.318965,6.1156464,6.2258763,5.9030766,8.702223,6.20556,6.261096,8.634899,8.508293,6.5812683,7.984384,8.701999
2016-07-13 00:00:00,5.8207307,6.8677306,7.8925233,6.5668726,12.35206,6.536072,6.165797,5.926847,8.709482,6.1556344,5.811711,8.650708,8.583509,6.675226,8.430701,8.709256
2016-07-13 00:30:00,5.1274385,6.8669105,7.903753,6.26588,12.335513,6.2481446,6.090364,5.6485567,7.5183907,5.778254,5.145049,7.911265,7.2559814,4.4248133,6.7371097,7.5181274
2016-07-13 01:00:00,4.1139226,6.8609076,7.857586,5.8333244,12.318965,6.930768,5.935184,5.261229,5.4780426,5.1970196,4.0954328,6.570634,5.5700808,3.611537,5.8014727,5.478178
2016-07-13 01:30:00,4.2438545,6.857914,7.709102,5.802283,12.318965,7.9017725,5.9145885,5.272058,5.3363066,6.176793,3.9894595,6.4888387,5.645642,4.8186827,6.400709,5.336437
2016-07-13 02:00:00,4.222038,6.855884,7.756517,5.7825756,12.318965,8.443883,5.901035,5.2437816,5.246324,6.8925467,3.9214368,6.4238195,5.6799974,5.4886026,6.754553,5.246452
2016-07-13 02:30:00,5.1673994,6.855418,7.939938,6.2456617,12.302417,8.393651,6.0417256,5.618253,7.3631754,8.648824,4.862447,7.817849,7.2240252,6.849366,8.418849,7.3629107
2016-07-13 03:00:00,4.597121,6.855775,7.757765,5.9433203,12.285869,8.5484085,5.9500656,5.3781633,5.9364595,7.662779,4.2452216,6.890452,6.214772,6.1344504,7.3961196,5.9366145
2016-07-13 03:30:00,8.303132,6.8555074,8.002326,7.949784,12.285869,6.797767,6.5483885,7.41319,14.379918,11.851214,8.556763,12.184722,13.275294,9.000487,12.336215,14.37988
2016-07-13 04:00:00,12.8386345,6.855995,8.342643,10.820066,12.285869,5.3947825,7.5422087,9.626255,21.452085,13.743977,13.323568,18.693691,20.227468,13.710583,18.02053,21.452429
2016-07-13 04:30:00,5.9564605,6.857154,8.228507,6.895033,12.236225,7.910993,6.187309,6.0931864,9.488874,9.747865,5.9590645,9.126213,9.082418,7.6012692,9.711621,9.488685
2016-07-13 05:00:00,5.2649193,6.8596587,8.279234,6.397523,12.186583,8.312124,6.101059,5.7179503,7.8714576,9.098817,5.201593,8.123381,7.7109156,7.2661805,8.880123,7.87122
2016-07-13 05:30:00,8.417426,6.86261,8.238018,8.040727,12.203131,7.1308503,6.6327834,7.6297083,14.534387,12.533336,8.865411,12.280469,13.457752,9.834611,12.891992,14.534362
2016-07-13 06:00:00,9.537565,6.8671474,8.243302,8.889506,12.219677,6.728043,6.887826,8.282986,16.41272,13.084456,10.176347,13.85756,15.332743,10.990272,14.308626,16.412888
2016-07-13 06:30:00,7.9244676,6.8792105,8.566688,7.8633113,12.203131,7.34423,6.631525,7.3354774,13.329767,12.074378,8.688847,11.533925,12.417519,9.801307,12.196614,13.329703
2016-07-13 07:00:00,14.196473,6.8917465,8.786505,10.983586,12.186583,5.436444,8.091168,10.124542,21.703941,14.402251,14.725848,19.144564,20.433386,15.627166,18.839996,21.704304
2016-07-13 07:30:00,24.289886,6.9242,8.918606,15.245833,12.170034,8.766616,12.543715,13.465549,30.534813,16.642416,22.686104,24.500599,30.073006,22.984806,26.565594,30.533752
2016-07-13 08:00:00,28.167212,7.015134,9.457414,16.117401,12.153486,9.652777,15.118167,14.471528,31.920952,16.937992,25.899372,25.721651,31.613514,26.424213,28.187067,31.924086
2016-07-13 08:30:00,27.252428,7.045958,9.4732485,14.896316,12.136939,8.48127,14.938359,13.512316,29.827965,16.443266,25.862377,24.768747,29.248396,26.575165,26.525427,29.826845
2016-07-13 09:00:00,30.73699,7.70503,9.988888,16.380339,12.120391,10.288714,17.232183,15.101173,32.124653,16.602789,28.53326,26.443352,31.901613,28.563625,28.800386,32.127827
2016-07-13 09:30:00,30.521273,7.3681107,10.398778,16.41234,12.120391,10.340671,16.861166,15.527449,32.16346,16.591288,28.070206,26.834091,31.9295,28.089773,29.269527,32.16664
2016-07-13 10:00:00,32.006756,8.40233,11.003561,16.406734,12.120391,10.312039,18.09527,16.154184,32.156662,16.615788,29.601086,27.371555,31.931526,29.56427,29.930258,32.159843
2016-07-13 10:30:00,32.35451,8.98055,11.472007,16.052137,12.120391,9.806376,18.525455,16.392244,31.726667,16.662622,30.04161,27.528833,31.433144,30.181976,30.040098,31.72978
2016-07-13 11:00:00,32.920452,9.79243,11.727203,15.697542,12.120391,9.300714,19.36088,16.407923,31.174255,16.709457,30.829502,27.49514,30.814562,31.097881,29.967443,31.17317
2016-07-13 11:30:00,34.68088,10.517694,12.061059,16.114359,12.103844,10.468344,20.812344,17.05048,31.744545,15.979877,32.36444,28.062284,31.37929,31.574846,29.807484,31.747667
2016-07-13 12:00:00,34.98893,10.795959,12.492797,16.13064,12.087296,9.822784,21.231146,17.512217,31.706715,16.762247,32.761497,28.42088,31.48222,32.562187,30.787088,31.709835
2016-07-13 12:30:00,32.382263,11.810811,12.562715,14.085349,12.087296,8.557283,20.695305,16.140526,28.175175,15.131413,31.006186,26.226393,27.500036,30.757515,27.291647,28.176006
2016-07-13 13:00:00,34.69656,11.55437,12.7881975,15.198856,12.087296,10.519112,21.43414,17.162148,30.236769,14.543263,32.676357,27.81712,29.794746,31.073275,28.166788,30.235718
